run,mean_tow_speed,std_tow_speed,t1,t2,n_blade_pass,n_revs,mean_tsr,mean_cp,mean_cd,amp_tsr,phase_tsr,amp_cp,phase_cp,std_tsr,std_cp,std_cd,std_tsr_per_rev,std_cp_per_rev,std_cd_per_rev,sys_unc_tsr,sys_unc_cp,sys_unc_cd,exp_unc_tsr,exp_unc_cp,exp_unc_cd,dof_tsr,dof_cp,dof_cd,t1_wake,t2_wake,y_R,z_H,mean_u,mean_v,mean_w,std_u,std_v,std_w,mean_upup,mean_upvp,mean_upwp,mean_vpvp,mean_vpwp,mean_wpwp,k,exp_unc_mean_u,exp_unc_mean_v,exp_unc_mean_w
0,0.8001161971830985,0.006469685938400975,18.0,33.62,37.0,12.0,3.0993776162356172,-0.03683544545889586,1.0292836390370765,0.054853816204790844,0.0583693625678932,0.10131560590549932,2.0479517309429998,0.0500083803853435,0.07857635793884712,0.3857458337240302,0.005305756651384671,0.013408846044613825,0.01618150165492381,1.3785744043023026e-05,0.004841546961102241,0.0006185722709253067,0.003371186862259294,0.01310388181962069,0.010328428506006137,11.00178222730593,16.571570695872015,11.384355674625347,18.0,33.62,0.0,0.25,0.33331215687132765,-0.023487992334317354,-0.15013000304840374,0.13665038447403763,0.15070088474540852,0.10312735549852178,0.018667305865332846,0.002593289442564761,-0.00422483142177851,0.022703484566775112,-7.564044093701683e-05,0.010631845992159439,0.0260013182121337,0.027851122776100454,0.027740609736403254,0.02601548496269966
1,0.8001229312539785,0.0062987970391116714,18.0,33.71,36.0,12.0,2.9995892223263882,0.006234487861050389,1.0346496377822076,0.0607713792158085,0.04203688082826704,0.10520694334886167,-0.04674888490468108,0.05291228235686322,0.08065408449760957,0.3889523914982671,0.0034502525623107145,0.007696608754521097,0.009714989779301504,1.3568442567100383e-05,0.004685618158960918,0.0006185622049826117,0.002192290061836347,0.011344705161955147,0.006254010627275834,11.004082695791977,11.576334169706858,12.05704986310291,18.0,33.71,0.0,0.25,0.3133439693239104,-0.019938236232071613,-0.1574640357390403,0.1391410809612021,0.13600899184808146,0.10170316474857419,0.019354062925279282,0.005301994581424093,-0.004578841012105894,0.01849255651432311,-0.0005789319708500875,0.010340241697685977,0.024093430568644186,0.019924745734280574,0.02298248585876551,0.02473802921452522
2,0.8001118670886076,0.00605683455124901,18.0,33.8,35.0,11.0,2.8998459995799304,0.0452103038449398,1.0221483106532363,0.06864629878169613,2.1042262062288146,0.11212293819335306,2.033440929558288,0.05757013851460865,0.08625955443854896,0.3834075376213463,0.0035033909429190565,0.014864058875308022,0.013915854949761068,1.3355302203503097e-05,0.00452998085382043,0.0006185784905823234,0.002353696204454599,0.013402140747511634,0.009396927325382394,10.003197011676779,17.73349993789449,10.433265992015391,18.0,33.8,0.0,0.25,0.32607129224493653,-0.001637428680519167,-0.15300791395593602,0.12602393885797433,0.14191915951459438,0.09995833325746087,0.015876978412520566,0.002399279259103769,-0.003862646204182517,0.020134670051439926,0.0007669470583047558,0.009988505466309318,0.023000076965134904,0.03361210302975355,0.02974967700979493,0.027572751659667685
3,0.8000926100628932,0.006070184662746847,18.0,33.9,34.0,11.0,2.798369568726574,0.07993416212367611,1.012165050363204,0.07540256014735186,2.068784768234379,0.11550513887995265,2.0122283147582674,0.06065483969009548,0.08612624284991786,0.37875571153085313,0.003527370832806029,0.010608730235217195,0.015417095872123818,1.3142527781995154e-05,0.0043716550425233714,0.0006186076156010953,0.0023698028225862897,0.0115235205071422,0.01040053132880011,10.003054006428158,15.341066055508163,10.353276981869252,18.0,33.9,0.0,0.25,0.30691585228568563,-0.013522326938680567,-0.14131886791364648,0.12252531261354241,0.1341910477687228,0.10258171090715183,0.015007720919281075,0.0005325794793644307,-0.003410807440689359,0.018001574648028245,0.002447909193340776,0.0105196982908106,0.02176449692905996,0.026146430327254663,0.03599049580555013,0.021367940611263448
4,0.800086640625,0.0059994193258077234,18.0,34.0,33.0,11.0,2.699734201719072,0.1113868078796556,1.0048915578415494,0.0829416761465756,2.056705619342494,0.12107317663273952,2.0111679139736354,0.06702798514980264,0.09146045025953285,0.3711232476959284,0.00423889630412341,0.00831877932929465,0.010644273848596827,1.2939608733219574e-05,0.00421763447004965,0.0006186163758384788,0.0028477961128394176,0.01057483752158459,0.007215244110469189,10.002049999778844,13.325809535411391,10.738351283223569,18.0,34.0,0.0,0.25,0.32130417045868476,-0.030079062449840422,-0.16642687492727418,0.12857583622033464,0.15009566091721918,0.10624950549543252,0.01652656166927235,0.001818954667861122,-0.0014160017973512214,0.022521667205106156,0.0017728353192647509,0.011285429618830813,0.02516682924660466,0.028258008191359887,0.02329054162230375,0.027298477120637186
5,0.800082799487508,0.005892163497083015,18.0,33.61,31.0,10.0,2.5994771548698754,0.1364370360820264,0.9923038337633698,0.09182998799431262,2.0201807901987685,0.12579631528097332,1.9858024208380942,0.07201120555915104,0.0941047179791593,0.3637242656101854,0.004320227535598003,0.011195867442318425,0.01974967320886852,1.2737636692575612e-05,0.004061050091464291,0.0006186215148120701,0.0030905570352679013,0.011400151445283009,0.014155692649723184,9.001564712729998,16.3741921812495,9.176477479171302,18.0,33.61,0.0,0.25,0.28313457207849446,-0.05061370914932913,-0.12137411912908559,0.10843485159331559,0.12558243438216074,0.0914266381635989,0.01175434962031428,0.002303588470093008,-0.002369472052420028,0.01576589627255491,0.0019253280315078122,0.008356152769944438,0.017938199331406814,0.023405749043884535,0.01823829913652694,0.02768972849894223
6,0.8001000000000001,0.005792784761921301,18.0,33.7,30.0,10.0,2.500117412447147,0.15897824328033178,0.9761291174560838,0.0996973036202131,1.9969222201095516,0.13055519209820277,1.9732525592465355,0.07809057550467982,0.09941155581229336,0.34858041029990133,0.0052545842756541805,0.01873966507553267,0.023299903488801038,1.2541659862564028e-05,0.0039056656799247337,0.0006185939072197886,0.0037589449393952024,0.015103893148210978,0.016691026255687077,9.001025425870369,15.274609635954407,9.12681186757385,18.0,33.7,0.0,0.25,0.28018216571754295,-0.03151783444407058,-0.09488885350678128,0.12018433856153843,0.12162475518763943,0.08820906869919723,0.014439675147819882,-0.0011993320992570605,-0.0021348581260014496,0.014787870061372188,0.0033442715671487843,0.007778361826320849,0.01850295351775646,0.02680774523632496,0.023420596060720174,0.018455595335159745
7,0.8001178097345134,0.005708148126202769,18.0,33.82,29.0,9.0,2.398655571707009,0.1832267019570377,0.971270456337291,0.10878806159326548,1.9848597309128433,0.1353413941336024,1.968011781840738,0.08347931004012117,0.10069226023100507,0.33974584842127437,0.006652348263230212,0.005713231006106084,0.013993736978918784,1.2346394240405541e-05,0.0037470027507840726,0.0006185660657899912,0.005113471611784383,0.009168708287400401,0.010786887024119654,8.000496012724968,11.874533773686197,8.28127619641896,18.0,33.82,0.0,0.25,0.23620670043563707,-0.020935524692073083,-0.05846902659644435,0.12260249222076891,0.1081197930088114,0.06946018310707143,0.015026620349344605,0.0013213384258678215,-0.0012228607108608518,0.01168619498488255,0.0006426832039927793,0.004823192158305418,0.015768003746266288,0.03194745979014806,0.028039567320837185,0.010041076289776105
8,0.8001333124215809,0.006296715179054495,18.0,33.94,28.0,9.0,2.298542471812303,0.20751587561912574,0.9585093959151059,0.1196124130297204,1.9436873221273065,0.14165726547351934,1.9344732360358605,0.0905452053451215,0.10497429563631143,0.3357014874736808,0.0033224651065008022,0.010105778671833557,0.012400825820858233,1.2158745336623374e-05,0.003590433281869144,0.0006185413248401598,0.0025539195265015507,0.010440317143450449,0.00956684135346132,8.001928497824624,15.935356648881413,8.358080795961632,18.0,33.94,0.0,0.25,0.2587681932712907,-0.018478983767369207,-0.058332183310775776,0.09873823634089525,0.1052956922127774,0.07404448167733976,0.0097461812105299,8.564367175763629e-05,-0.0012474358485396405,0.011083705012244687,0.0016554240127262794,0.005480865509881315,0.013155375866327952,0.025278287341639706,0.026166694699398564,0.019748992556798944
9,0.8000919521654816,0.005434031494217111,18.0,33.47,26.0,8.0,2.19940089911926,0.21837905848854355,0.9424262093666946,0.13087023056463296,1.9347453780796162,0.1480719584607835,1.9357008142503536,0.096702442415726,0.10791331169387566,0.3236109617428225,0.003928804178185029,0.005448601956713128,0.013128219851503996,1.1979104450973034e-05,0.0034360253407785192,0.0006186042955661836,0.0032845856005528414,0.00855085836743264,0.010995911597546003,7.001041233126994,12.417396784039163,7.248882403683833,18.0,33.47,0.0,0.25,0.2186728097649196,-0.02501616037409944,-0.03533968980813612,0.09694219292045901,0.10332913841202854,0.07832645762995018,0.0093947503625475,-0.0026021197884907488,-0.002676918293136328,0.010673460001130855,0.001116771176965381,0.006133051083807623,0.013100630723742988,0.031745195964793575,0.021049646162751307,0.026470779742187117
